"Platform","URL","Username","Tweet","Query","Message"
"X","https://x.com/RekkaAlexiel/status/2055491460972384710","RekkaAlexiel","Just a couple notes regarding my animator ...","looking for animator -available -for hire","Hey @RekkaAlexiel ? saw your post. I produce ad creatives (video ads, motion graphics, static) for brands ? 48?72h delivery, no minimums. jayrx.net has samples. Worth a quick chat?"
"X","https://x.com/DigitalSunGames/status/2056374977205588016","DigitalSunGames","?? We're hiring: Senior Combat Animator / 3D Artist Looking ...","looking for animator -available -for hire","Hey @DigitalSunGames ? saw your post. I produce ad creatives (video ads, motion graphics, static) for brands ? 48?72h delivery, no minimums. jayrx.net has samples. Worth a quick chat?"
"X","https://x.com/B_Kozer/status/2052780719533871615","B_Kozer","If you're an animator looking to get into a serious project ...","looking for animator -available -for hire","Hey @B_Kozer ? saw your post. I produce ad creatives (video ads, motion graphics, static) for brands ? 48?72h delivery, no minimums. jayrx.net has samples. Worth a quick chat?"
"X","https://x.com/jakebball11/status/2055901361892651473","jakebball11","looking for a talented 3D artist and ideally animator to help ...","looking for animator -available -for hire","Hey @jakebball11 ? saw your post. I produce ad creatives (video ads, motion graphics, static) for brands ? 48?72h delivery, no minimums. jayrx.net has samples. Worth a quick chat?"
"X","https://x.com/Dasanimation/status/2055246051137720772","Dasanimation","""Were Hiring!"" We are looking for 2D animators ...","looking for animator -available -for hire","Hey @Dasanimation ? saw your post. I produce ad creatives (video ads, motion graphics, static) for brands ? 48?72h delivery, no minimums. jayrx.net has samples. Worth a quick chat?"
"X","https://x.com/animationjobs/status/2048399769798873436","animationjobs","animatedjobs.com | 3D Animator jobs","looking for animator -available -for hire","Hey @animationjobs ? saw your post. I produce ad creatives (video ads, motion graphics, static) for brands ? 48?72h delivery, no minimums. jayrx.net has samples. Worth a quick chat?"
"X","https://x.com/LoicBerthelot/status/2057079918333235461","LoicBerthelot","If you're still anti AI UGC ... go read this and get viral ...","need ugc video","Hey @LoicBerthelot ? saw you're looking for video help. I make motion graphic videos and video ads ? 48?72h turnaround, no contracts. Check out jayrx.net to see samples."
"X","https://x.com/MimiTheDesigner/status/2049558518630420874","MimiTheDesigner","My AI UGC Influencer just advertised these perfumes ...","need ugc video","Hey @MimiTheDesigner ? saw you're looking for video help. I make motion graphic videos and video ads ? 48?72h turnaround, no contracts. Check out jayrx.net to see samples."
"X","https://x.com/AntonioDups/status/2047906444138410205","AntonioDups","Need an AI UGC video editor asap who can create a 30-60 ... X https://x.com ? AntonioDups ? status","need ugc video","Hey @AntonioDups ? saw you're looking for video help. I make motion graphic videos and video ads ? 48?72h turnaround, no contracts. Check out jayrx.net to see samples."
"X","https://x.com/Creativesoul_dw/status/2051803223221002439","Creativesoul_dw","Need reels, shorts, or video clipping done or AI UGC ...","need ugc video","Hey @Creativesoul_dw ? saw you're looking for video help. I make motion graphic videos and video ads ? 48?72h turnaround, no contracts. Check out jayrx.net to see samples."
"X","https://x.com/_sankyy/status/2056433748745592994","_sankyy","Most clothing brands need product films, ugc and BTS shoots","need ugc video","Hey @_sankyy ? saw you're looking for video help. I make motion graphic videos and video ads ? 48?72h turnaround, no contracts. Check out jayrx.net to see samples."
"X","https://x.com/sairahul1/status/2050394698666439086","sairahul1","RIP to UGC creators charging $1000 per video. Claude ...","need ugc video","Hey @sairahul1 ? saw you're looking for video help. I make motion graphic videos and video ads ? 48?72h turnaround, no contracts. Check out jayrx.net to see samples."
"X","https://x.com/social_savannah/status/2051779779205247011","social_savannah","""UGC is just as fake as AI avatars, you are paying someone ...","need ugc video","Hey @social_savannah ? saw you're looking for video help. I make motion graphic videos and video ads ? 48?72h turnaround, no contracts. Check out jayrx.net to see samples."
"X","https://x.com/andrewherronugc/status/2052185276559085613","andrewherronugc","X ? andrewherronugc 60+ likes Andrew Herron | UGC Content Creator (@andrewherronugc). 64 likes 56 replies. ? Looking for a long format video editor for YouTube content ? Edits will be ...","looking for content creator video","Hey @andrewherronugc ? saw you're looking for video help. I make motion graphic videos and video ads ? 48?72h turnaround, no contracts. Check out jayrx.net to see samples."
"X","https://x.com/fuchaweb3/status/2052467227199148141","fuchaweb3","Looking for intern video content creator to work on @ ...","looking for content creator video","Hey @fuchaweb3 ? saw you're looking for video help. I make motion graphic videos and video ads ? 48?72h turnaround, no contracts. Check out jayrx.net to see samples."
"X","https://x.com/TipsterCharlie/status/2055301457105011157","TipsterCharlie","Looking for a small video content creator for @oddsnotifier ...","looking for content creator video","Hey @TipsterCharlie ? saw you're looking for video help. I make motion graphic videos and video ads ? 48?72h turnaround, no contracts. Check out jayrx.net to see samples."
"X","https://x.com/StudioPendek/status/2053895110136606855","StudioPendek","Hi! if you're a CONTENT CREATOR and currently looking ...","looking for content creator video","Hey @StudioPendek ? saw your post. I produce ad creatives (video ads, motion graphics, static) for brands ? 48?72h delivery, no minimums. jayrx.net has samples. Worth a quick chat?"
"X","https://x.com/geordiejosh/status/2055314684627058846","geordiejosh","Need a video editor for just one video if possible! Will be ...","need short form video","Hey @geordiejosh ? saw you're looking for video help. I make motion graphic videos and video ads ? 48?72h turnaround, no contracts. Check out jayrx.net to see samples."
"X","https://x.com/Itskumar666/status/2055496147658219681","Itskumar666","10 videos/day around: startups crypto AI building in public ...","need short form video","Hey @Itskumar666 ? saw you're looking for video help. I make motion graphic videos and video ads ? 48?72h turnaround, no contracts. Check out jayrx.net to see samples."
"X","https://x.com/ManojSaru/status/2057115400928977383","ManojSaru","This feels like a real threat to long-form Content creators?? ...","need short form video","Hey @ManojSaru ? saw your post. I produce ad creatives (video ads, motion graphics, static) for brands ? 48?72h delivery, no minimums. jayrx.net has samples. Worth a quick chat?"
"X","https://x.com/TheTacoTim/status/2051475451097370740","TheTacoTim","Hi, did you know I do video editing for content creators? X https://x.com ? TheTacoTim ? status","need short form video","Hey @TheTacoTim ? saw you're looking for video help. I make motion graphic videos and video ads ? 48?72h turnaround, no contracts. Check out jayrx.net to see samples."
"X","https://x.com/divergentfemme/status/2054752333415002286","divergentfemme","I watch more long form video than short form yet idk how ...","need short form video","Hey @divergentfemme ? saw you're looking for video help. I make motion graphic videos and video ads ? 48?72h turnaround, no contracts. Check out jayrx.net to see samples."
"X","https://x.com/decimablack/status/2052066156719018095","decimablack","If you want a YouTube video that's actually good, it takes ...","budget video editor","Hey @decimablack ? saw you're looking for video help. I make motion graphic videos and video ads ? 48?72h turnaround, no contracts. Check out jayrx.net to see samples."
"X","https://x.com/Lqediting/status/2058579138865234143","Lqediting","Editing videos like these for a budget-friendly price! ?? ? & ...","budget video editor","Hey @Lqediting ? saw you're looking for video help. I make motion graphic videos and video ads ? 48?72h turnaround, no contracts. Check out jayrx.net to see samples."
"X","https://x.com/bigemmy115576/status/2050234504728412296","bigemmy115576","Hi, i am Emmanuel a video Editor X https://x.com ? bigemmy115576 ? status","budget video editor","Hey @bigemmy115576 ? saw you're looking for video help. I make motion graphic videos and video ads ? 48?72h turnaround, no contracts. Check out jayrx.net to see samples."
"X","https://x.com/itzmsk10/status/2049458672934567947","itzmsk10","Looking video editor Budget $1.5K USD/month. Style iman ... X https://x.com ? itzmsk10 ? status","budget video editor","Hey @itzmsk10 ? saw you're looking for video help. I make motion graphic videos and video ads ? 48?72h turnaround, no contracts. Check out jayrx.net to see samples."
"X","https://x.com/job_openings_ng/status/2048116579598995466","job_openings_ng","Hiring: Video Editor (Remote) Work Hours: 8 Hours per Day Duties: X https://x.com ? job_openings_ng ? status","hiring video editor","Hey @job_openings_ng ? saw you're looking for video help. I make motion graphic videos and video ads ? 48?72h turnaround, no contracts. Check out jayrx.net to see samples."
"X","https://x.com/TamiloreAdewuyi/status/2050126623186235738","TamiloreAdewuyi","ROLE: Video Editor & Creative Director","hiring video editor","Hey @TamiloreAdewuyi ? saw you're looking for video help. I make motion graphic videos and video ads ? 48?72h turnaround, no contracts. Check out jayrx.net to see samples."
"X","https://x.com/thechrismeade/status/2053896518331990242","thechrismeade","I am hiring a world class video editor. I will keep you very ...","hiring video editor","Hey @thechrismeade ? saw you're looking for video help. I make motion graphic videos and video ads ? 48?72h turnaround, no contracts. Check out jayrx.net to see samples."
"X","https://x.com/AramideOyekunle/status/2056291583360688640","AramideOyekunle","We're looking for a video editor who is SAVVY in CapCut ...","hiring video editor","Hey @AramideOyekunle ? saw you're looking for video help. I make motion graphic videos and video ads ? 48?72h turnaround, no contracts. Check out jayrx.net to see samples."
"X","https://x.com/tischphotos/status/2054213021229109392","tischphotos","We're hiring a video editor! Come make weird, funny ...","hiring video editor","Hey @tischphotos ? saw you're looking for video help. I make motion graphic videos and video ads ? 48?72h turnaround, no contracts. Check out jayrx.net to see samples."
"X","https://x.com/steaakfriend/status/2052209260390384044","steaakfriend","Need a video editor for a project DM me.","dm me video editor -I am -I'm a","Hey @steaakfriend ? saw you're looking for video help. I make motion graphic videos and video ads ? 48?72h turnaround, no contracts. Check out jayrx.net to see samples."
"X","https://x.com/ViralOps_/status/2054190057683399164","ViralOps_","Looking for a Video Editor? DM me right now. I'll turn your ... X https://x.com ? ViralOps_ ? status","dm me video editor -I am -I'm a","Hey @ViralOps_ ? saw you're looking for video help. I make motion graphic videos and video ads ? 48?72h turnaround, no contracts. Check out jayrx.net to see samples."
"X","https://x.com/Artbyfiona/status/2048336032224227358","Artbyfiona","Looking for Video Editor? DM ME ?? #videoeditor","dm me video editor -I am -I'm a","Hey @Artbyfiona ? saw you're looking for video help. I make motion graphic videos and video ads ? 48?72h turnaround, no contracts. Check out jayrx.net to see samples."
"X","https://x.com/novapovie/status/2056857628760772786","novapovie","looking for an experienced long term thumbnail editor, ...","dm me video editor -I am -I'm a","Hey @novapovie ? saw your post. I produce ad creatives (video ads, motion graphics, static) for brands ? 48?72h delivery, no minimums. jayrx.net has samples. Worth a quick chat?"
"X","https://x.com/Naveedwritess/status/2052721095610937729","Naveedwritess","Looking for Video editor for monthly project. dm me your ...","dm me video editor -I am -I'm a","Hey @Naveedwritess ? saw you're looking for video help. I make motion graphic videos and video ads ? 48?72h turnaround, no contracts. Check out jayrx.net to see samples."
"X","https://x.com/SwiftSprint_/status/2055044939839344970","SwiftSprint_","Looking for a gaming video editor Requirements:","dm me video editor -I am -I'm a","Hey @SwiftSprint_ ? saw you're looking for video help. I make motion graphic videos and video ads ? 48?72h turnaround, no contracts. Check out jayrx.net to see samples."
"X","https://x.com/PrajwalTomar_/status/2054962256618909883","PrajwalTomar_","Holy sht. Creative agencies are absolutely ...","need creative agency","Hey @PrajwalTomar_ ? saw your post. I produce ad creatives (video ads, motion graphics, static) for brands ? 48?72h delivery, no minimums. jayrx.net has samples. Worth a quick chat?"
"X","https://x.com/Rixhabh__/status/2053067267479601389","Rixhabh__","The creative agency model just got disrupted. One prompt ...","need creative agency","Hey @Rixhabh__ ? saw your post. I produce ad creatives (video ads, motion graphics, static) for brands ? 48?72h delivery, no minimums. jayrx.net has samples. Worth a quick chat?"
"X","https://x.com/sikimsuseni/status/2052820203734458856","sikimsuseni","The Creative Agency servicing one of the biggest grocery ...","need creative agency","Hey @sikimsuseni ? saw your post. I produce ad creatives (video ads, motion graphics, static) for brands ? 48?72h delivery, no minimums. jayrx.net has samples. Worth a quick chat?"
"X","https://x.com/LachezarVoynov/status/2048791297725526507","LachezarVoynov","an AI-generated VSL just OBLITERATED every other ad in one ... X https://x.com ? LachezarVoynov ? status","need creative agency","Hey @LachezarVoynov ? saw your post. I produce ad creatives (video ads, motion graphics, static) for brands ? 48?72h delivery, no minimums. jayrx.net has samples. Worth a quick chat?"
"X","https://x.com/jstrelioff/status/2055058592005287945","jstrelioff","I'm looking for an incredible Bay Area video production ...","looking for video production","Hey @jstrelioff ? saw you're looking for video help. I make motion graphic videos and video ads ? 48?72h turnaround, no contracts. Check out jayrx.net to see samples."
"X","https://x.com/temokvoice/status/2054444586412437854","temokvoice","Looking for good free video editing software? Discover 8 ... X https://x.com ? temokvoice ? status","looking for video production","Hey @temokvoice ? saw you're looking for video help. I make motion graphic videos and video ads ? 48?72h turnaround, no contracts. Check out jayrx.net to see samples."
"X","https://x.com/Smartscore_/status/2049015476781727848","Smartscore_","Looking for the best video production company ... X https://x.com ? Smartscore_ ? status","looking for video production","Hey @Smartscore_ ? saw you're looking for video help. I make motion graphic videos and video ads ? 48?72h turnaround, no contracts. Check out jayrx.net to see samples."
"X","https://x.com/Badilmedia/status/2051211210943520900","Badilmedia","X ? Badilmedia 1 like We are expanding our team and looking for someone who can bring clarity, creativity, strong visual instincts, and solid video production skills to our work.","looking for video production","Hey @Badilmedia ? saw you're looking for video help. I make motion graphic videos and video ads ? 48?72h turnaround, no contracts. Check out jayrx.net to see samples."
"X","https://x.com/UNESCO_MGIEP/status/2051884720477069537","UNESCO_MGIEP","X ? UNESCO_MGIEP 1 like ... Video Production , among others. For more details and to apply https ... We are looking for an Individual Consultant or Firm for AI--enabled video generation.","looking for video production","Hey @UNESCO_MGIEP ? saw you're looking for video help. I make motion graphic videos and video ads ? 48?72h turnaround, no contracts. Check out jayrx.net to see samples."
"X","https://x.com/BigBrotherWatch/status/2052788549896831472","BigBrotherWatch","X ? BigBrotherWatch 10+ likes Big Brother Watch (@BigBrotherWatch). 13 likes. We're looking for a Head ... video production and digital fundraising, we want to hear from you.","looking for video production","Hey @BigBrotherWatch ? saw you're looking for video help. I make motion graphic videos and video ads ? 48?72h turnaround, no contracts. Check out jayrx.net to see samples."
